cell_id,skeleton_length,num_junctions,num_components,num_end_nodes,num_start_nodes,total_nodes,end_to_start_ratio,soma_area,soma_perimeter,soma_circularity,cell_area,cell_perimeter,cell_convex_hull_area,cell_convex_hull_perimeter,cell_solidity,cell_convexity,cell_circularity,cell_convex_circularity,branch_area,branch_perimeter,sholl_min_radius,sholl_peak_radius,sholl_max_radius,sholl_peak,sholl_sum,xmin,ymin,xmax,ymax,image_name,split,global_cell_id
0,117,1,3,4,3,7,1.3333333333333333,374,80.87005722522736,0.7186310292657553,683,334.73506212234497,3337.0,223.55293583869934,0.20467485765657775,0.6678503722355539,0.07659989196240659,0.8390837594001644,431,295.1787132024765,13,22,63,4,117,255,425,342,508,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x28390_y30419_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x28390_y30419_ps512_cell_0
1,137,1,3,4,3,7,1.3333333333333333,538,89.49747383594513,0.8440546865114047,1246,405.8477599620819,3570.5,265.9777600765228,0.34897073239042153,0.6553633808435285,0.09506082954251925,0.6342321495122428,711,462.1320307254791,15,22,67,10,137,248,23,349,141,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x28390_y30419_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x28390_y30419_ps512_cell_1
2,35,2,2,2,4,6,0.5,256,63.21320307254791,0.8050710971912804,490,104.66904675960541,571.0,92.59906363487244,0.8581436077057794,0.8846843121400136,0.5620428224999447,0.8368214080977889,260,111.9827550649643,9,15,22,6,35,474,422,511,464,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x28390_y30419_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x28390_y30419_ps512_cell_2
0,182,5,3,4,2,6,2.0,442,86.42640614509583,0.7435997327440785,1526,398.19090580940247,3578.5,289.9606000185013,0.42643565739835126,0.7281949331040057,0.12094327470156753,0.5348511156380358,1105,427.4041088819504,9,21,85,12,182,311,0,389,138,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x28862_y30124_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x28862_y30124_ps512_cell_0
1,396,13,3,11,4,15,2.75,483,82.18376553058624,0.8986382965517324,2892,891.3940042257309,10599.0,454.3341759443283,0.2728559298046986,0.5096895130441955,0.045737111708289875,0.6452439528145116,2409,891.3940042257309,14,89,98,20,396,187,170,300,368,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x28862_y30124_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x28862_y30124_ps512_cell_1
0,104,3,3,6,3,9,2.0,341,67.4558436870575,0.94172713856741,1301,296.8771975040436,2217.0,193.65250778198242,0.5868290482634191,0.6522983557177536,0.18549554223918735,0.7428982003318227,960,296.8771975040436,9,41,42,10,104,359,252,444,350,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29524_y31287_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29524_y31287_ps512_cell_0
1,53,0,1,1,1,2,1.0,477,87.11269783973694,0.7898876349854674,1058,220.06601536273956,1642.0,196.85074031352997,0.6443361753958587,0.8945076775669185,0.2745298494017174,0.5324868804342693,644,266.1076455116272,18,35,77,2,53,80,214,167,283,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29524_y31287_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29524_y31287_ps512_cell_1
0,129,3,3,4,4,8,1.0,387,73.11269783973694,0.9097775376681803,1275,346.534051656723,2151.0,221.90754640102386,0.592747559274756,0.6403628888420053,0.133422236444877,0.548916305157483,891,407.9898953437805,9,27,65,10,129,380,139,442,256,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29608_y29779_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29608_y29779_ps512_cell_0
1,392,11,3,14,3,17,4.666666666666667,410,78.76955199241638,0.8303801710499692,2693,961.3767592906952,12104.5,514.532403588295,0.2224792432566401,0.5352037051196428,0.03661499500395937,0.5745545363594822,2283,1013.6610300540924,14,129,165,14,392,131,185,299,395,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29608_y29779_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29608_y29779_ps512_cell_1
0,173,4,3,7,2,9,3.5,386,72.18376553058624,0.9309323049848726,1623,462.6173119544983,5318.0,306.24283158779144,0.30518992102294096,0.6619787536570024,0.09529818343622593,0.7125680302981358,1237,530.8010774850845,11,14,96,7,173,195,149,290,294,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29925_y26367_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29925_y26367_ps512_cell_0
1,196,5,3,8,4,12,2.0,525,87.5979790687561,0.8597674392263225,1905,469.64674949645996,4922.0,319.31097197532654,0.38703778951645673,0.6798960544657904,0.10853309862556668,0.6066298686305522,1399,521.5878744125366,11,26,74,9,196,0,349,124,506,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29925_y26367_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29925_y26367_ps512_cell_1
2,56,1,3,2,3,5,0.6666666666666666,441,83.69848430156708,0.7910669976686237,990,176.71067690849304,1183.5,161.01350510120392,0.8365019011406845,0.9111702129044661,0.39840013565861787,0.5736586119823667,549,261.23758828639984,10,32,35,8,56,0,267,85,312,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29925_y26367_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29925_y26367_ps512_cell_2
3,184,2,2,3,2,5,1.5,593,97.49747383594513,0.783930985959404,2664,534.1736608743668,5561.0,473.4555526971817,0.47905053048012947,0.8863326430625611,0.11732191538891777,0.3117484697907568,2071,534.1736608743668,20,146,147,4,184,183,352,417,472,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29925_y26367_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29925_y26367_ps512_cell_3
0,180,3,4,5,4,9,1.25,521,95.01219260692596,0.7252519520211075,1368,496.0731556415558,4495.0,335.11411440372467,0.3043381535038932,0.6755336598900058,0.06985612781161825,0.5029839420287652,878,505.8305150270462,12,26,112,9,180,338,112,416,278,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29949_y29304_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29949_y29304_ps512_cell_0
1,273,9,4,14,5,19,2.8,747,111.74011445045471,0.7518171738489469,2621,609.4284940958023,6052.0,325.1321198940277,0.4330799735624587,0.5335033117813439,0.08868116157040068,0.719430808715006,1875,704.0975408554077,14,42,70,14,273,65,253,176,404,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29949_y29304_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x29949_y29304_ps512_cell_1
0,71,0,4,4,4,8,1.0,391,72.5269113779068,0.9340889947292671,1088,234.40916121006012,2015.5,177.68598783016205,0.5398164227238899,0.7580163971105763,0.24882247046677425,0.8022067360829186,697,234.40916121006012,10,24,43,7,71,451,94,511,165,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30009_y22294_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30009_y22294_ps512_cell_0
1,139,1,2,3,2,5,1.5,406,77.11269783973694,0.8579937072817755,938,412.96045780181885,3075.0,325.60550558567047,0.3050406504065041,0.7884665454868555,0.0691187324441191,0.3644781556879633,582,408.1320307254791,15,38,80,6,139,0,164,122,304,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30009_y22294_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30009_y22294_ps512_cell_1
2,79,3,4,6,5,11,1.2,518,89.5979790687561,0.8108549937688145,764,280.2497808933258,1622.5,157.2123565673828,0.4708782742681048,0.5609722728997389,0.12223980801579679,0.8249378189144221,349,225.48022890090942,13,20,43,12,79,238,207,324,279,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30009_y22294_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30009_y22294_ps512_cell_2
0,620,14,8,21,7,28,3.0,723,102.42640614509583,0.8660127612988517,5460,1326.739238023758,30692.5,703.6843998432159,0.17789362222041216,0.5303863635565552,0.038979059826465455,0.7789082113223846,4737,1326.739238023758,14,39,195,15,620,11,114,269,387,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30131_y24261_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30131_y24261_ps512_cell_0
0,84,2,4,6,4,10,1.5,391,72.5269113779068,0.9340889947292671,1143,250.30865597724915,2165.0,184.3558452129364,0.5279445727482679,0.736514062980278,0.22924736779180915,0.8004863686401641,752,250.30865597724915,10,19,43,5,84,176,392,242,464,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30284_y21995_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30284_y21995_ps512_cell_0
1,0,0,0,0,0,0,0.0,190,82.0,0.3550878073658898,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,506,49,511,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30284_y21995_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30284_y21995_ps512_cell_1
2,0,0,0,0,0,0,0.0,905,124.66904675960541,0.7317136648620468,814,127.9827550649643,851.0,115.87735795974731,0.9565217391304348,0.9054138418955565,0.6244984417568974,0.7964201783576638,60,57.94112491607666,0,0,0,0,0,413,472,466,508,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30284_y21995_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30284_y21995_ps512_cell_2
0,325,3,3,6,3,9,2.0,900,130.61017167568207,0.6629768637481737,3260,875.6955199241638,16774.0,496.7989854812622,0.19434839632764994,0.5673193183908095,0.05342213105113255,0.854053549773339,2371,969.3351291418076,21,48,147,8,325,274,11,415,175,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30447_y26741_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30447_y26741_ps512_cell_0
0,169,3,1,5,0,5,0.0,304,61.69848430156708,1.003539467559712,858,384.3330411911011,3248.0,278.9407479763031,0.2641625615763547,0.7257787337560863,0.07299308294585272,0.5245682033606088,858,384.3330411911011,31,33,81,17,169,58,310,157,463,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30516_y31680_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30516_y31680_ps512_cell_0
1,13,0,1,1,1,2,1.0,844,126.91168737411499,0.6584898329909213,1134,168.22539567947388,1283.0,135.54356634616852,0.8838659392049883,0.805725947611529,0.5035467550496796,0.8775638073124796,343,221.5807341337204,17,18,20,7,13,451,353,511,401,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30516_y31680_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30516_y31680_ps512_cell_1
2,462,10,3,10,4,14,2.5,667,103.39696860313416,0.7840072619091144,5223,908.0214208364487,16430.0,532.7597771883011,0.3178940961655508,0.5867260011306065,0.07960451523365958,0.7274188822451475,4556,1012.2468165159225,12,42,197,12,462,220,12,418,215,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30516_y31680_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30516_y31680_ps512_cell_2
0,2,0,1,1,1,2,1.0,328,69.11269783973694,0.8629149941833403,364,77.25483322143555,367.0,71.50065314769745,0.9918256130790191,0.9255168921633047,0.7664078229480564,0.9021025494836795,85,75.01219260692596,11,11,12,1,2,211,440,240,471,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30649_y29854_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30649_y29854_ps512_cell_0
1,170,5,4,9,4,13,2.25,406,73.94112491607666,0.9331764937457846,1575,452.2325359582901,3189.5,237.0726798772812,0.49380780686628,0.5242273853094609,0.09677580957387465,0.7131312245201924,1169,525.0020879507065,12,19,68,9,170,0,407,85,509,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30649_y29854_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30649_y29854_ps512_cell_1
2,63,1,4,3,6,9,0.5,640,107.5979790687561,0.6946749032219744,1082,162.1248904466629,1153.0,138.14021837711334,0.9384215091066782,0.8520605194953688,0.5172943482920512,0.7592746405657862,516,212.7939372062683,14,17,26,12,63,218,470,296,511,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30649_y29854_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30649_y29854_ps512_cell_2
3,32,1,3,3,2,5,1.5,268,59.69848430156708,0.9449700590782165,628,130.81118214130402,755.0,103.37263298034668,0.8317880794701987,0.7902430915170704,0.4611898779392183,0.8878623891898718,372,167.1959581375122,9,17,22,5,32,453,177,496,220,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30649_y29854_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30649_y29854_ps512_cell_3
4,414,7,5,10,5,15,2.0,472,98.42640614509583,0.6122497363184993,3002,973.0508583784103,17056.0,532.1868331432343,0.17600844277673547,0.5469260199103301,0.03984276517004253,0.7567611011497148,2532,1061.4772645235062,11,95,145,14,414,82,46,321,196,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30649_y29854_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30649_y29854_ps512_cell_4
5,127,0,3,3,3,6,1.0,657,99.49747383594513,0.8339713372133575,1469,378.73506212234497,4445.0,275.44173443317413,0.33048368953880763,0.7272675861845519,0.12869469191832908,0.7362446305509491,840,410.534051656723,14,17,82,3,127,104,341,213,471,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30649_y29854_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x30649_y29854_ps512_cell_5
0,182,4,4,6,5,11,1.2,522,85.01219260692596,0.9076489968856625,1598,451.4041088819504,3770.0,293.841300368309,0.42387267904509285,0.6509495473935825,0.09854977185063883,0.5486880979841628,1076,451.4041088819504,13,30,99,12,182,119,200,270,320,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x31136_y30960_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x31136_y30960_ps512_cell_0
0,131,6,4,8,6,14,1.3333333333333333,595,91.5979790687561,0.8911586890134023,1411,310.4924215078354,2087.0,177.01272130012512,0.6760900814566363,0.5701031942760578,0.18392250316130457,0.8369959481367981,820,369.0193328857422,12,29,35,14,131,18,83,79,162,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x31283_y30037_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x31283_y30037_ps512_cell_0
1,65,0,3,3,3,6,1.0,254,57.69848430156708,0.958770739096867,586,206.61017167568207,1054.0,147.9020472764969,0.5559772296015181,0.7158507544762129,0.17250595148636114,0.6054832086359617,334,226.5096664428711,10,18,50,6,65,372,213,423,286,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x31283_y30037_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x31283_y30037_ps512_cell_1
2,97,1,1,2,1,3,2.0,710,102.42640614509583,0.8504413008605597,1329,324.06601536273956,3086.5,243.8650462627411,0.4305848047950753,0.7525165697790728,0.15902590164009878,0.6521943506931054,721,360.3502861261368,19,30,83,7,97,280,397,383,486,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x31283_y30037_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x31283_y30037_ps512_cell_2
3,205,4,2,7,1,8,7.0,308,67.35533845424652,0.8531325949051534,1256,534.2152910232544,4234.0,401.06550574302673,0.2966461974492206,0.7507563195632458,0.05530531544868798,0.3307730325070632,974,509.48736917972565,12,20,98,6,205,133,282,188,489,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x31283_y30037_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x31283_y30037_ps512_cell_3
4,60,2,3,4,4,8,1.0,402,78.04163014888763,0.8294367087454528,748,199.09545290470123,1034.0,124.43678593635559,0.723404255319149,0.6250106876921913,0.23713124371368943,0.8391369255683652,393,204.99494767189026,9,15,34,5,60,47,147,102,186,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x31283_y30037_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x31283_y30037_ps512_cell_4
0,698,9,3,13,3,16,4.333333333333333,680,101.5979790687561,0.8278442529080532,4257,1656.0945764780045,42051.5,802.0218524932861,0.10123301190207246,0.4842850546609095,0.019504878277332785,0.8215215359638441,3577,1758.5209826231003,15,75,184,15,698,6,168,288,407,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x32194_y19031_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x32194_y19031_ps512_cell_0
1,0,0,0,0,0,0,0.0,569,92.91168737411499,0.8282881261813718,501,99.35533845424652,536.5,90.68955516815186,0.9338303821062441,0.9127798926467823,0.637771599224496,0.8197190856341219,75,71.11269783973694,0,0,0,0,0,169,62,216,101,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x32194_y19031_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x32194_y19031_ps512_cell_1
0,185,4,5,8,4,12,2.0,478,84.18376553058624,0.8475807118801859,2145,484.03152549266815,5763.5,336.5650511980057,0.37216968855730026,0.6953370461881284,0.11505085839245702,0.6393786459313965,1667,484.03152549266815,10,53,80,8,185,137,0,265,124,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x32280_y23517_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x32280_y23517_ps512_cell_0
1,62,0,4,4,4,8,1.0,1328,159.78174459934235,0.6536625766561649,1263,341.9482651948929,2702.0,253.71010279655457,0.4674315321983716,0.7419546423256538,0.13573517432603285,0.5274966260417415,319,244.93607258796692,19,23,69,6,62,364,18,499,178,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x32280_y23517_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x32280_y23517_ps512_cell_1
2,13,1,2,1,1,2,1.0,409,72.18376553058624,0.9864023646083236,759,113.49747383594513,782.5,103.31831872463226,0.9699680511182108,0.9103138178561901,0.740421888919964,0.9211694988743679,350,182.5096664428711,12,12,19,3,13,428,378,463,422,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x32280_y23517_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x32280_y23517_ps512_cell_2
3,39,1,3,3,4,7,0.75,429,75.5979790687561,0.9432933755639212,778,164.2670258283615,1014.0,131.20877730846405,0.7672583826429981,0.7987529855539042,0.3623169677109548,0.7401539174500961,357,207.48022890090942,11,24,27,8,39,397,309,439,374,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x32280_y23517_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x32280_y23517_ps512_cell_3
0,98,2,3,5,4,9,1.25,825,133.8406196832657,0.5787459102713308,1398,292.9360725879669,2335.5,200.3965699672699,0.5985870263326911,0.6840965955365297,0.20472521040673702,0.7308178866401297,698,312.73506212234497,12,42,58,9,98,436,0,511,59,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x33764_y20630_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x33764_y20630_ps512_cell_0
1,230,4,4,7,4,11,1.75,412,74.18376553058624,0.9407827199809249,1947,583.0437180995941,5401.0,402.12698447704315,0.3604887983706721,0.6897029707956699,0.07197365778092718,0.4197180118789921,1535,583.0437180995941,11,36,127,7,230,109,247,224,478,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x33764_y20630_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x33764_y20630_ps512_cell_1
0,232,10,4,11,4,15,2.75,371,73.94112491607666,0.8527302442849412,1507,445.74725472927094,4252.5,257.473645567894,0.3543797766019988,0.577622504314184,0.09531160043182602,0.8060994444508177,1136,535.0020879507065,11,21,59,13,232,87,41,179,139,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x34079_y19079_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x34079_y19079_ps512_cell_0
0,109,3,5,8,5,13,1.6,533,86.32590091228485,0.898782968614396,1346,330.2497808933258,2617.0,202.26370632648468,0.5143293847917463,0.6124567464643316,0.155085019007049,0.8038549019972777,813,403.50461411476135,11,25,44,7,109,414,69,487,150,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x34361_y19392_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x34361_y19392_ps512_cell_0
1,269,11,4,14,5,19,2.8,487,81.94112491607666,0.9114544751740593,2307,614.256921172142,5955.0,306.6507259607315,0.38740554156171286,0.49922225601556447,0.07683468963203999,0.7957994515553479,1824,706.6833273172379,11,22,69,13,269,208,238,312,344,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x34361_y19392_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x34361_y19392_ps512_cell_1
0,256,7,2,10,1,11,10.0,325,67.21320307254791,0.9040324929114252,1424,618.2152910232544,7020.0,334.1676698923111,0.20284900284900284,0.5405360798164749,0.04682096579296382,0.7899836725680108,1208,594.3157962560654,10,53,98,10,256,397,355,511,505,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x34446_y19507_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x34446_y19507_ps512_cell_0
1,263,11,4,14,5,19,2.8,487,81.94112491607666,0.9114544751740593,2310,610.6416971683502,5967.5,306.6662185192108,0.3870967741935484,0.502203206792583,0.07784826377442199,0.7973893222237621,1827,706.4823168516159,11,22,71,11,263,122,124,227,229,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x34446_y19507_ps512,train,2002-001_Iba1_Tp_B2_AD.vsi - 20x_BF_01_x34446_y19507_ps512_cell_1
