cell_id,length_pixels,num_branches,num_components,soma_area,soma_perimeter,soma_circularity,cell_area,cell_perimeter,cell_convex_hull_area,cell_convex_hull_perimeter,cell_solidity,cell_convexity,cell_circularity,xmin,ymin,xmax,ymax,image_name,scan_folder,global_cell_id
0,101,3,4,441,89.5979790687561,0.6903224946950719,807,245.76449966430664,2070.0,243.83979606628418,0.3898550724637681,0.9921685043989208,0.1678978361510843,179.2215,113.174225,254.66614,222.91766,tile_00058_x52224_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00058_x52224_y5120_gray_matter_cell_0
0,107,7,2,376,79.35533845424652,0.7503180815163333,1012,294.3502861261368,3392.0,239.816397190094,0.2983490566037736,0.8147313201092877,0.1467781643239146,323.41202,83.57675,390.29745,181.64755,tile_00060_x66560_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00060_x66560_y5120_gray_matter_cell_0
1,90,5,5,624,111.63960921764374,0.6291552696048525,1003,283.8061298131943,2625.0,243.65410363674164,0.3820952380952381,0.8585230481001895,0.15648303269342653,251.38669,50.37996,299.66428,161.96341,tile_00060_x66560_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00060_x66560_y5120_gray_matter_cell_1
0,141,4,3,335,67.94112491607666,0.9119881691798739,1046,352.634556889534,4113.5,283.12036323547363,0.25428467242008024,0.8028718618299331,0.1057040944242864,322.9478,54.998047,421.5755,192.10117,tile_00062_x67584_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00062_x67584_y5120_gray_matter_cell_0
1,29,0,2,558,89.49747383594513,0.8754321841512339,984,159.1959581375122,1307.5,139.58478939533234,0.7525812619502869,0.8768111391041731,0.48791131315279185,213.8388,82.91611,272.5426,138.6378,tile_00062_x67584_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00062_x67584_y5120_gray_matter_cell_1
0,186,15,4,324,68.18376553058624,0.8757757393602977,1662,424.7766922712326,4757.0,334.2175827026367,0.3493798612570948,0.7868077245849187,0.11574960721752205,248.30708,284.32233,390.97223,393.7647,tile_00063_x68096_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00063_x68096_y5120_gray_matter_cell_0
0,174,6,2,467,83.5979790687561,0.839721334084955,1473,426.9188276529312,5818.0,331.3581943511963,0.25317978686833964,0.7761620544422977,0.1015598368551153,274.68146,96.874084,410.8747,258.14648,tile_00065_x69120_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00065_x69120_y5120_gray_matter_cell_0
0,61,0,2,348,71.5979790687561,0.8530757170828557,652,203.722869515419,1327.0,188.87673103809357,0.49133383571966843,0.9271258130585001,0.19741397362606444,424.62305,313.14075,510.75293,382.70886,tile_00067_x73216_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00067_x73216_y5120_gray_matter_cell_0
0,268,12,4,403,76.76955199241638,0.8592843414252669,1338,426.9188276529312,9593.5,392.2895961999893,0.13946943242820659,0.9188856775342451,0.09225190883377071,157.52136,366.88892,273.20276,512.0,tile_00069_x74240_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00069_x74240_y5120_gray_matter_cell_0
1,13,0,4,710,120.1248904466629,0.6183042099146309,848,180.16652059555054,1218.5,140.19296407699585,0.6959376282314321,0.7781299411987318,0.3282899088451146,326.75964,0.0,373.26123,59.788536,tile_00069_x74240_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00069_x74240_y5120_gray_matter_cell_1
2,52,7,2,379,77.11269783973694,0.8009350124625442,808,202.16652059555054,1394.0,149.31567323207855,0.5796269727403156,0.7385776477342452,0.24842926325304013,372.59454,308.9597,446.36102,376.5834,tile_00069_x74240_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00069_x74240_y5120_gray_matter_cell_2
0,167,15,1,333,76.76955199241638,0.7100289967608285,1680,472.3746713399887,5700.0,294.52886378765106,0.29473684210526313,0.6235068932721538,0.09461193837204986,97.80025,61.813778,204.38512,157.09344,tile_00070_x74752_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00070_x74752_y5120_gray_matter_cell_0
1,202,12,2,354,71.35533845424652,0.8736956736308761,1368,495.3868639469147,5965.0,341.2566499710083,0.22933780385582564,0.6888689927143025,0.07004981437133498,53.55466,355.7326,143.26205,510.59552,tile_00070_x74752_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00070_x74752_y5120_gray_matter_cell_1
0,171,10,3,466,82.28427076339722,0.8648925008332338,772,328.534051656723,3777.5,262.90226793289185,0.2043679682329583,0.800228367827125,0.08988068736274328,392.38275,0.043701172,511.4449,84.19026,tile_00072_x75776_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00072_x75776_y5120_gray_matter_cell_0
1,352,25,3,423,78.76955199241638,0.8567092984247243,2003,759.9970356225967,14135.5,463.0945785045624,0.14169997523964487,0.609337348434775,0.04357797211936174,200.27603,199.88026,357.66843,391.94666,tile_00072_x75776_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00072_x75776_y5120_gray_matter_cell_1
2,54,10,2,526,95.94112491607666,0.7181017673571547,466,188.85281229019165,1139.5,131.32268261909485,0.40895129442738043,0.6953705429459219,0.16419081846223652,150.65533,0.0,228.17838,46.344574,tile_00072_x75776_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00072_x75776_y5120_gray_matter_cell_2
0,202,15,4,614,96.81118214130402,0.8232413737378408,1737,530.1147857904434,6689.0,326.8084033727646,0.25968007175960534,0.6164861123152171,0.07767295847877921,96.132454,352.2629,242.1623,481.5717,tile_00073_x76288_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00073_x76288_y5120_gray_matter_cell_0
1,93,5,2,408,74.76955199241638,0.9171079755229331,920,239.52185904979706,2158.0,196.38320088386536,0.4263206672845227,0.8198967796214245,0.20151500227324706,127.45071,257.57867,208.84586,329.4995,tile_00073_x76288_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00073_x76288_y5120_gray_matter_cell_1
0,123,7,3,405,113.84061968326569,0.39270857549308086,852,340.634556889534,3231.0,267.6600983142853,0.26369545032497677,0.7857690680546133,0.09227244955148241,0.032382965,149.55908,52.67171,295.2339,tile_00074_x76800_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00074_x76800_y5120_gray_matter_cell_0
1,125,12,2,343,66.5269113779068,0.9738885546008195,911,222.89444243907928,2793.5,214.12456130981445,0.3261141936638625,0.9606545545357786,0.23042508736030778,124.03757,444.5319,226.15439,511.99942,tile_00074_x76800_y5120_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00074_x76800_y5120_gray_matter_cell_1
0,167,25,4,297,64.5269113779068,0.896364313167685,1082,362.29141104221344,3921.5,265.6552230119705,0.27591482850949894,0.7332639276425378,0.10359076693764892,294.21423,137.78638,365.04004,246.50891,tile_00076_x48128_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00076_x48128_y5632_gray_matter_cell_0
0,337,25,2,407,76.62741661071777,0.8710355991281508,1518,674.9848430156708,8666.5,451.1514347791672,0.1751572145618185,0.6683875044712567,0.041869096966719074,10.552574,417.16125,258.50974,512.0,tile_00077_x48640_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00077_x48640_y5632_gray_matter_cell_0
0,229,12,3,335,68.18376553058624,0.9055088663138882,1283,472.3330411911011,6282.5,357.2986286878586,0.20421806605650616,0.7564548687655734,0.07226697341345625,0.0,388.841,176.0756,463.24097,tile_00078_x49152_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00078_x49152_y5632_gray_matter_cell_0
0,122,14,3,295,61.69848430156708,0.9738294175332733,999,340.04877042770386,3060.5,251.3261046409607,0.326417252082993,0.7390884087739819,0.1085657744119704,66.66586,278.41626,162.46426,380.88074,tile_00079_x49664_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00079_x49664_y5632_gray_matter_cell_0
0,399,35,3,299,64.5269113779068,0.9024004364886795,2232,762.0975408554077,11225.0,450.914710521698,0.19884187082405344,0.5916758503321949,0.048292860872917606,303.42426,401.17853,512.0,512.0,tile_00081_x50688_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00081_x50688_y5632_gray_matter_cell_0
0,59,1,2,339,66.5269113779068,0.9625312536725298,901,190.40916121006012,1188.0,163.46350181102753,0.7584175084175084,0.8584854886824167,0.3122906454038242,425.68402,389.54614,510.51532,435.89337,tile_00082_x51200_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00082_x51200_y5632_gray_matter_cell_0
1,369,46,3,346,67.11269783973694,0.9653317008776463,1863,709.1269783973694,8833.0,404.0762619972229,0.21091361938186345,0.5698221535872705,0.0465558974074829,270.49268,418.55856,432.18872,511.58713,tile_00082_x51200_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00082_x51200_y5632_gray_matter_cell_1
2,217,25,2,278,60.28427076339722,0.9612727615161165,874,427.9898953437805,3062.0,217.94492828845978,0.28543435662965383,0.5092291445651929,0.059958984033541,0.0,239.27103,95.30928,316.40872,tile_00082_x51200_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00082_x51200_y5632_gray_matter_cell_2
0,535,38,3,694,104.08326029777527,0.8050216481662864,3491,1067.7615352869034,20533.0,572.1925933361053,0.17001899381483465,0.5358805074228109,0.03847788293535048,308.05487,357.31284,511.8933,509.32993,tile_00084_x52224_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00084_x52224_y5632_gray_matter_cell_0
1,484,38,5,452,81.94112491607666,0.845949533426437,2742,875.5533845424652,17300.0,503.45030307769775,0.1584971098265896,0.5750081171130232,0.04494817386682915,37.21173,0.17884827,194.73965,183.08847,tile_00084_x52224_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00084_x52224_y5632_gray_matter_cell_1
2,126,9,2,228,54.28427076339722,0.9722919609287631,643,298.9360725879669,2342.5,215.21597969532013,0.27449306296691567,0.7199398113186533,0.09041993447872144,170.91672,278.70447,255.93997,359.75012,tile_00084_x52224_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00084_x52224_y5632_gray_matter_cell_2
0,259,33,4,588,96.76955199241638,0.7890594569126653,1799,596.256921172142,6850.5,329.2519636154175,0.26260856871761185,0.5521981413115723,0.06358785289958374,62.677124,89.403564,190.14377,204.82565,tile_00085_x52736_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00085_x52736_y5632_gray_matter_cell_0
0,93,9,2,190,52.97056245803833,0.850930903040038,660,238.40916121006012,1741.0,182.14212274551392,0.3790924755887421,0.7639896127356874,0.14591768134248032,197.56433,0.0,285.58398,61.762604,tile_00086_x53248_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00086_x53248_y5632_gray_matter_cell_0
1,46,0,3,329,67.11269783973694,0.9179021086379932,798,180.36753106117249,1273.5,153.53961563110352,0.6266195524146054,0.8512597291085048,0.3082449954662161,143.59515,280.18896,234.48016,338.7268,tile_00086_x53248_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00086_x53248_y5632_gray_matter_cell_1
0,178,10,4,366,70.5269113779068,0.9246581873634995,1483,429.1614682674408,5210.5,289.84809362888336,0.2846175990787832,0.6753823795016438,0.10118347024843667,117.69651,245.43811,249.91977,326.92133,tile_00087_x53760_y5632_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00087_x53760_y5632_gray_matter_cell_0
