rank,global_cell_id,scan_name,image_name,xmin,ymin,xmax,ymax,skeleton_length,num_junctions,num_components,num_end_nodes,num_start_nodes,total_nodes,end_to_start_ratio,soma_area,soma_perimeter,soma_circularity,cell_area,cell_perimeter,cell_convex_hull_area,cell_convex_hull_perimeter,cell_solidity,cell_convexity,cell_circularity,cell_convex_circularity,branch_area,branch_perimeter,sholl_min_radius,sholl_peak_radius,sholl_max_radius,sholl_peak,sholl_sum,min_dist_to_known,x_row_position
11,tile_x50176_y58368_gray_matter_cell_3,2016-020_Iba1_Temporal_pole_Batch_8,tile_x50176_y58368_gray_matter,463.95612,314.57855,504.07623,371.22504,13,1,1,2,1,3,2.0,572,86.66904675960541,0.9569248944444712,637,125.39696860313416,725.5,102.65080785751344,0.8780151619572708,0.818606773361408,0.509067323161662,0.8652120067142629,105,79.5979790687561,14,19,24,3,13,5.661568974935929,22747
12,tile_x11776_y46592_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x11776_y46592_gray_matter,263.08783,133.52408,369.59283,222.5842,183,5,5,10,5,15,2.0,723,121.53910398483276,0.6150580410945311,1174,457.546244263649,4992.5,271.13956892490387,0.2351527290936404,0.5925948957602345,0.0704706003414575,0.8533793606945459,674,359.4629839658737,10,41,77,12,183,5.620437677385738,81850
13,tile_x13312_y55808_gray_matter_cell_3,2018-001_Iba1_Temporal_pole_Batch_6,tile_x13312_y55808_gray_matter,325.52332,69.16276,503.60083,116.44384,62,1,3,3,2,5,1.5,1371,231.2964633703232,0.3220396413431096,2185,365.1787132024765,3994.5,321.9131554365158,0.5470021279258981,0.8815222349995747,0.2058971795007394,0.484389632539164,818,549.7472547292709,24,84,85,6,62,5.427136058538302,94469
14,tile_x5632_y29184_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x5632_y29184_gray_matter,1.5608902,199.82045,119.72792,317.77124,320,10,3,12,2,14,6.0,417,81.74011445045471,0.7842877578843994,1750,752.180801153183,8233.0,354.98285937309265,0.2125592129236001,0.4719382079798654,0.0388690050872838,0.8210190097280603,1516,713.4528793096542,11,37,86,31,320,5.2401424656464295,77460
15,tile_x71168_y16896_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x71168_y16896_gray_matter,251.082,208.6625,386.95456,438.3685,340,5,6,11,6,17,1.8333333333333333,844,187.15432798862457,0.3027976924516849,2658,841.0092282295227,12990.0,450.156124830246,0.2046189376443418,0.5352570574973433,0.0472240595783882,0.8055503450640799,1844,903.1513636112212,9,54,100,25,340,5.227555409004448,40176
16,tile_x61952_y30208_gray_matter_cell_3,2016-020_Iba1_Temporal_pole_Batch_8,tile_x61952_y30208_gray_matter,137.83057,197.70117,250.38763,302.1723,198,7,3,10,2,12,5.0,417,89.11269783973694,0.6598826885781838,1270,458.2741661071777,4859.5,264.4965691566468,0.2613437596460541,0.577157930160934,0.0759911178806262,0.8728937106297138,935,432.6173119544983,9,43,78,12,198,5.199203112808722,24827
17,tile_x52736_y13312_gray_matter_cell_1,2017-129_Iba1_Tp_B8_100,tile_x52736_y13312_gray_matter,308.9676,255.83478,482.17316,472.07782,481,7,2,10,2,12,5.0,500,81.5979790687561,0.9436719863492274,2401,901.29349899292,20905.5,565.9175364971161,0.114850159049054,0.6278948390612564,0.0371423644455616,0.8202837709046367,1901,901.29349899292,14,50,128,18,481,5.147954288249116,76960
18,tile_x55296_y36352_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x55296_y36352_gray_matter,325.3576,226.39325,369.56622,270.71558,9,0,3,1,1,2,1.0,609,110.08326029777528,0.6315163366847217,898,129.7401144504547,931.0,120.13906943798064,0.9645542427497314,0.9259978684839182,0.6704056214696115,0.8105709174453404,310,179.92387998104095,17,17,22,2,9,5.137220631991419,47889
19,tile_x79872_y74752_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x79872_y74752_gray_matter,154.54428,253.79756,272.90042,374.54156,135,4,1,4,1,5,4.0,871,127.9827550649643,0.6682286766219381,2033,434.2741661071777,5747.0,322.5818213224411,0.3537497824952149,0.7428068406971018,0.135462551848148,0.6940188748250752,1193,522.1147857904434,27,63,97,5,135,5.120235405168696,13708
20,tile_x17408_y10752_gray_matter_cell_1,2018-001_Iba1_Temporal_pole_Batch_6,tile_x17408_y10752_gray_matter,252.2091,311.82382,376.57617,388.4612,145,2,3,6,3,9,2.0,716,101.74011445045473,0.8692374771311001,2486,395.8061298131943,4165.0,279.33069801330566,0.5968787515006002,0.7057260536746597,0.1994095515089335,0.670791478012506,1770,395.8061298131943,12,64,97,7,145,4.981019185608158,96032
21,tile_x28160_y13312_gray_matter_cell_2,2017-014_Iba1_Temporal_pole_Batch_6,tile_x28160_y13312_gray_matter,364.38544,76.92253,465.23615,193.40932,167,4,6,10,6,16,1.6666666666666667,1186,204.55129659175876,0.3561968542116986,1382,526.457931637764,6173.0,303.9486503601074,0.2238781791673416,0.5773465116472841,0.0626600245524952,0.8396643264866284,590,405.64674949646,17,32,79,8,167,4.830801062421902,34516
22,tile_x78336_y24576_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x78336_y24576_gray_matter,194.63248,14.875671,339.25204,206.65799,376,9,3,12,2,14,6.0,335,67.5979790687561,0.9212706730212116,1488,520.6173119544983,15314.0,494.613618016243,0.097165991902834,0.9500521912330722,0.068988322395437,0.7866225060680554,1153,520.6173119544983,10,96,146,17,376,4.815603610914473,61717
23,tile_x35840_y40960_gray_matter_cell_0,2018-001_Iba1_Temporal_pole_Batch_6,tile_x35840_y40960_gray_matter,113.42923,19.972534,272.9492,155.98566,318,7,2,7,2,9,3.5,628,99.35533845424652,0.7994422441376915,2349,599.0853482484818,12485.0,418.48384845256805,0.1881457749299159,0.6985379456801439,0.0822461323606659,0.8958617803716609,1729,636.2985513210297,19,65,103,14,318,4.714136107488907,103767
24,tile_x74240_y35328_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x74240_y35328_gray_matter,220.272,169.64136,266.00418,241.93018,19,0,1,1,1,2,1.0,482,86.42640614509583,0.8108938262050811,928,160.61017167568207,1109.0,136.0777132511139,0.8367899008115419,0.8472546404214907,0.4520763080910477,0.7526055302303261,446,160.61017167568207,14,30,32,2,19,4.708254730987778,50186
25,tile_x54272_y13312_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x54272_y13312_gray_matter,246.32999,305.07123,418.69144,447.33795,265,5,6,11,5,16,2.2,1337,223.13708305358887,0.3374409369724578,2385,661.6122596263885,10427.0,402.23468482494354,0.2287330967680061,0.6079613534550959,0.068468554512636,0.809860473581308,1206,623.1269783973694,15,66,81,14,265,4.665793166404727,23430
26,tile_x89088_y4608_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x89088_y4608_gray_matter,28.37474,57.180023,235.46031,259.853,200,2,6,6,5,11,1.2,1396,173.4385987520218,0.5831815422712296,1617,531.345233798027,7273.5,366.9262994527817,0.2223138791503403,0.6905610065042125,0.0719724530977683,0.6788840812996114,622,406.3919162750244,15,37,79,13,200,4.578555498160202,42075
27,tile_x17408_y64512_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x17408_y64512_gray_matter,135.25842,111.07884,266.36652,207.42522,98,1,7,4,7,11,0.5714285714285714,944,175.09545290470123,0.3869297497323792,1411,411.26197350025177,3341.5,250.7369377613068,0.4222654496483615,0.6096769308071057,0.1048334231998488,0.6679049996202954,600,379.9482651948929,6,28,71,5,98,4.5465879435240435,668
28,tile_x23040_y20992_gray_matter_cell_1,2017-160_Iba1_Temporal_pole_Batch_6,tile_x23040_y20992_gray_matter,305.79358,182.2832,442.9209,282.71957,178,5,3,7,3,10,2.333333333333333,576,98.6690467596054,0.7434820408925882,918,334.83556735515594,4383.5,316.2551381587982,0.2094216949925858,0.944508794740286,0.1028938404380811,0.5507515075112359,403,299.0365778207779,10,32,85,9,178,4.541399137015931,84210
29,tile_x9728_y9216_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_6,tile_x9728_y9216_gray_matter,437.14294,195.62686,497.8922,292.61182,109,2,4,5,5,10,1.0,392,74.18376553058624,0.895113655904181,639,210.1665205955505,1653.5,191.64805996418,0.38645297853039,0.9118867240181991,0.1817957195989534,0.565724788434355,284,226.6518018245697,9,17,64,7,109,4.533123552671483,62490
30,tile_x70656_y40448_gray_matter_cell_1,2017-160_Iba1_Temporal_pole_Batch_6,tile_x70656_y40448_gray_matter,74.59985,362.69836,142.59428,474.84143,118,2,4,6,4,10,1.5,516,88.42640614509583,0.8292693544503149,1447,328.29141104221344,3806.0,255.2482988834381,0.3801891749868628,0.7775052599552077,0.1687171979077427,0.7340961310599622,931,406.71781718730927,14,40,83,4,118,4.525687134043136,92330
31,tile_x53248_y73728_gray_matter_cell_3,2014-048_Iba1_Temporal_pole_Batch_8,tile_x53248_y73728_gray_matter,307.15817,187.17163,430.94205,369.24615,198,6,2,7,1,8,7.0,536,98.6690467596054,0.6918513436083806,2106,500.31579625606537,5329.5,388.9140491485596,0.3951590205460174,0.7773371379813689,0.1057255129957936,0.4427810917491285,1570,588.156415939331,16,131,159,7,198,4.50173057499308,7571
32,tile_x32256_y54784_gray_matter_cell_3,2017-129_Iba1_Tp_B8_100,tile_x32256_y54784_gray_matter,309.54755,362.77115,364.71936,405.31723,18,0,2,2,2,4,1.0,624,92.32590091228484,0.9199142478424052,985,150.85281229019165,1130.5,127.29237234592438,0.871295886775763,0.8438183578643224,0.5439253158252292,0.8767497883252734,361,150.85281229019165,15,24,26,4,18,4.495921812131018,73758
33,tile_x39936_y20480_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x39936_y20480_gray_matter,365.66873,38.06305,446.0552,214.59421,193,3,3,6,3,9,2.0,367,72.18376553058624,0.8851092122524566,957,342.3919162750244,5164.0,316.9630113840103,0.1853214562354763,0.9257315851154954,0.1025828584812978,0.6459202928196458,679,332.14927566051483,10,69,73,11,193,4.492448319611424,56157
34,tile_x67072_y27648_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x67072_y27648_gray_matter,329.74463,73.682434,456.8672,234.64944,203,5,4,9,3,12,3.0,575,89.5979790687561,0.9000803502260006,1478,402.634556889534,10953.0,416.0403448343277,0.1349401990322286,1.0332951747817107,0.1145677028839889,0.7951920991433203,903,473.9898953437805,16,22,103,6,203,4.4667263534731,25627
35,tile_x67072_y43520_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x67072_y43520_gray_matter,76.94681,70.58223,235.59503,198.51662,154,2,5,7,5,12,1.4,550,94.32590091228484,0.7768025271597899,1883,413.1614682674408,4455.0,329.0898104906082,0.4226711560044893,0.7965162188783473,0.1386182972514585,0.5169263864537266,1338,488.41630148887634,13,83,101,6,154,4.466462078246435,10570
36,tile_x64512_y22528_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x64512_y22528_gray_matter,45.444138,217.70769,210.51271,357.60406,218,4,3,7,1,8,7.0,324,69.11269783973694,0.8523916405957386,1253,586.7005722522736,7525.5,383.69597470760345,0.1665005647465284,0.6539894332037897,0.0457433441572228,0.6423485348827692,974,578.9432128667831,11,18,119,8,218,4.433411797194985,59669
37,tile_x7680_y28672_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x7680_y28672_gray_matter,7.7001495,144.20483,156.18782,287.50812,311,5,9,14,10,24,1.4,1724,178.75230705738068,0.6780220441883481,3895,753.168608546257,10434.5,390.1595946550369,0.3732809430255402,0.5180242381690748,0.0862845234167797,0.8613842460541256,2179,869.7371500730515,18,62,83,16,311,4.426664246306392,93022
38,tile_x65024_y15360_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x65024_y15360_gray_matter,146.77686,104.980194,240.36035,299.59634,237,2,8,8,6,14,1.3333333333333333,1368,196.99494767189023,0.4429817000221718,1435,713.369619011879,7379.5,390.26037991046906,0.1944576190798834,0.5470661624909632,0.0354350088668116,0.6088746250262442,680,455.0609630346298,11,84,134,9,237,4.384933771634694,25246
39,tile_x20992_y48640_gray_matter_cell_3,2017-160_Iba1_Temporal_pole_Batch_6,tile_x20992_y48640_gray_matter,306.67535,264.3628,456.6828,402.05322,215,4,4,7,4,11,1.75,592,94.911687374115,0.8258329022312565,1691,489.1025931835175,6953.0,358.1942162513733,0.243204372213433,0.7323498612426581,0.0888287479594622,0.6809966183750475,1110,551.8721451759338,12,63,88,15,215,4.379689695560236,83836
40,tile_x5120_y16384_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x5120_y16384_gray_matter,55.32039,206.59789,127.70232,379.1277,228,3,2,5,1,6,5.0,347,89.84061968326569,0.5402488624693507,1066,504.2741661071777,5487.5,315.0702942609787,0.1942596810933941,0.6247995940248386,0.0526785277580732,0.6946555024222181,979,494.8599525690079,9,95,102,18,228,4.377068311928963,22952
41,tile_x76800_y35328_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x76800_y35328_gray_matter,92.80656,26.81284,182.73679,135.90762,118,1,3,4,3,7,1.3333333333333333,608,93.9827550649643,0.8650019753314827,839,267.76449966430664,3631.0,251.9218708276749,0.2310658220875791,0.9408337219590592,0.1470502711916667,0.718959401776259,307,242.45079135894773,17,27,60,7,118,4.36069075399283,79933
42,tile_x13312_y45568_gray_matter_cell_1,2017-160_Iba1_Temporal_pole_Batch_6,tile_x13312_y45568_gray_matter,176.67245,227.3795,276.11264,297.3401,75,0,4,4,4,8,1.0,576,120.1248904466629,0.5016101759307428,835,302.3502861261368,2525.0,218.9381368160248,0.3306930693069307,0.7241208190049025,0.1147824714699058,0.6619549143606033,460,255.9655101299286,22,26,62,5,75,4.344474730328455,82191
43,tile_x72192_y25088_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x72192_y25088_gray_matter,383.82928,251.81038,454.03387,430.45074,193,6,5,10,6,16,1.6666666666666667,528,109.74011445045473,0.550950991499211,1515,466.9188276529312,5187.5,327.9097263813019,0.2920481927710843,0.7022842236403515,0.087325227155145,0.6062606434956045,1002,509.78888487815857,13,37,82,7,193,4.3438305579015415,92643
44,tile_x60928_y24576_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x60928_y24576_gray_matter,240.91,145.87106,321.33725,413.64536,212,3,4,6,3,9,2.0,1429,201.23758828639984,0.4434287882926867,3618,666.3990565538406,6910.5,511.9652647972107,0.5235511178641198,0.7682562869232503,0.1023787162288876,0.3313128972959868,2198,838.9087229967117,15,15,176,8,212,4.340218928026962,9058
45,tile_x37888_y55808_gray_matter_cell_2,2017-063_Iba1_Temporal_pole_Batch_6,tile_x37888_y55808_gray_matter,204.10236,286.18005,297.32117,434.64844,167,3,4,7,4,11,1.75,263,58.28427076339722,0.9728880710465996,782,308.2497808933258,4404.0,282.69737017154694,0.1775658492279745,0.9171048535777496,0.1034215551441235,0.6924902091598673,562,285.1787132024765,9,54,63,9,167,4.304734575166263,55938
46,tile_x46080_y29696_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x46080_y29696_gray_matter,16.874405,14.955742,184.16684,102.73233,302,10,5,15,5,20,3.0,443,83.01219260692596,0.8078483087681534,2177,597.6295045614243,6616.5,359.4681751728058,0.3290259200483639,0.6014900074865024,0.0765956723545856,0.6434536768374816,1737,657.3279888629913,11,90,131,17,302,4.279617107868333,46595
47,tile_x51200_y41984_gray_matter_cell_3,2017-160_Iba1_Temporal_pole_Batch_6,tile_x51200_y41984_gray_matter,322.64655,136.55348,405.56036,209.32967,63,1,4,4,5,9,0.8,958,189.78174459934235,0.3342462194671843,2301,268.5929267406464,2907.5,208.4666775465012,0.7914015477214101,0.7761435867884817,0.4008088843660802,0.8407295217930937,1363,426.2325359582901,7,27,43,8,63,4.278018109198228,89343
48,tile_x79872_y38400_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x79872_y38400_gray_matter,22.268133,436.52722,74.445854,478.84998,11,0,2,1,1,2,1.0,619,92.08326029777528,0.9173586027439604,981,128.46803629398346,996.0,117.78335404396056,0.9849397590361446,0.9168300336935772,0.7469451297748635,0.902196977590806,362,128.46803629398346,15,15,25,2,11,4.26957010491918,13644
49,tile_x35328_y37376_gray_matter_cell_4,2017-129_Iba1_Tp_B8_100,tile_x35328_y37376_gray_matter,315.0179,65.72766,393.91013,150.55435,86,2,2,4,1,5,4.0,583,103.25483322143556,0.6871596339704821,925,230.55129659175876,2571.5,209.04732179641724,0.3597122302158273,0.9067280248984289,0.218683722916385,0.7394472135544571,382,261.8650048971176,19,44,60,16,86,4.266971260756603,74352
50,tile_x83456_y40960_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x83456_y40960_gray_matter,48.599068,71.635086,119.49848,147.26787,84,1,5,6,5,11,1.2,823,111.49747383594512,0.8319163190526602,1046,263.0365778207779,2857.0,211.34590470790863,0.3661183059152957,0.8034848478446632,0.189980601053413,0.8037711812066152,545,284.69343197345734,14,19,53,5,84,4.196485082155101,28117
51,tile_x74240_y17920_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x74240_y17920_gray_matter,108.43906,125.833,210.7602,284.27026,139,3,4,6,3,9,2.0,446,79.5979790687561,0.8845871775046552,1383,325.52185904979706,4542.5,273.59405398368835,0.3044578976334617,0.8404782854899923,0.1640105292046586,0.762590675598348,937,325.52185904979706,11,30,73,6,139,4.196210417791769,50176
52,tile_x54272_y32768_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x54272_y32768_gray_matter,5.8247833,265.67047,113.28238,453.56207,112,0,3,3,3,6,1.0,737,116.76955199241638,0.6792319777038729,2328,412.2325359582901,4449.0,351.6180121898651,0.5232636547538773,0.8529603597942158,0.1721505077440672,0.4521994616553197,1591,412.2325359582901,24,25,95,5,112,4.175935218584528,7680
53,tile_x30720_y32768_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x30720_y32768_gray_matter,188.18912,22.790909,365.42996,228.43416,533,14,2,16,2,18,8.0,294,62.5269113779068,0.9449813587040486,2488,981.979790687561,20077.0,564.9338092803955,0.1239228968471385,0.575300851033646,0.0324231451101933,0.7905212524200221,2266,929.2518688440324,12,25,108,14,533,4.175042178825782,19120
54,tile_x17408_y35328_gray_matter_cell_5,2018-001_Iba1_Temporal_pole_Batch_6,tile_x17408_y35328_gray_matter,264.76974,391.06226,376.304,466.5293,146,4,2,5,2,7,2.5,328,66.5269113779068,0.9312986761197338,1361,375.26197350025177,4305.5,261.23267817497253,0.316107304610382,0.6961341585941355,0.121450378562881,0.7928270366717892,1038,428.1320307254791,10,83,84,8,146,4.134350042407446,96131
55,tile_x26624_y65024_gray_matter_cell_2,2014-048_Iba1_Temporal_pole_Batch_8,tile_x26624_y65024_gray_matter,50.252136,206.37183,177.6005,290.3653,122,2,6,7,7,14,1.0,555,139.92387998104095,0.3562207129905246,1201,399.9898953437805,4858.5,292.30435526371,0.2471956365133271,0.730779348844506,0.0943310852797739,0.7145646022169398,708,377.8477599620819,19,64,86,8,122,4.12034715588077,2014
56,tile_x66048_y47616_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x66048_y47616_gray_matter,255.60107,60.568787,347.27472,267.38043,176,2,4,6,4,10,1.5,632,116.18376553058624,0.5883503911089146,1899,458.3746713399887,6103.0,387.33190619945526,0.3111584466655743,0.8450115820473878,0.1135778401326421,0.5111951062958172,1338,506.2741661071777,16,37,131,7,176,4.101380514310135,49271
57,tile_x36352_y43008_gray_matter_cell_5,2018-001_Iba1_Temporal_pole_Batch_6,tile_x36352_y43008_gray_matter,158.25087,175.57547,198.34523,210.42319,7,0,2,1,1,2,1.0,510,94.56854152679443,0.7166162593311761,516,102.911687374115,548.0,92.27255606651306,0.9416058394160584,0.8966188235848715,0.6122519365335167,0.8088077796542676,98,79.49747383594513,12,12,20,3,7,4.077972470831621,104048
58,tile_x16896_y32768_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x16896_y32768_gray_matter,377.68292,153.41301,487.09534,202.58589,16,0,4,2,2,4,1.0,1257,205.9655101299286,0.3723540980873371,1594,280.1076455116272,2134.0,223.6949827671051,0.746954076850984,0.7986036309666513,0.2552984952577123,0.5359099151107057,406,285.76449966430664,17,25,51,2,16,4.077185157531883,82903
59,tile_x77312_y30720_gray_matter_cell_1,2017-129_Iba1_Tp_B8_100,tile_x77312_y30720_gray_matter,249.42151,143.40887,378.8368,274.5964,255,5,6,11,6,17,1.8333333333333333,798,140.61017167568207,0.5072000391579188,2039,687.4701242446899,7574.0,333.8901662826538,0.2692104568259836,0.4856795292006215,0.0542149960800879,0.853744478532068,1339,690.7838325500488,16,55,75,14,255,4.063578481124864,80025
60,tile_x68608_y3584_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x68608_y3584_gray_matter,232.98334,200.06532,358.30408,369.25793,148,4,3,7,3,10,2.333333333333333,531,91.11269783973694,0.803797354705807,894,284.3502861261368,3653.0,313.209396481514,0.2447303586093621,1.101491406070101,0.1389440787634717,0.4679397846391926,402,273.8650048971176,12,21,101,7,148,4.0468393948260095,39908
61,tile_x29696_y59904_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_6,tile_x29696_y59904_gray_matter,12.254791,161.66408,146.33073,232.66426,175,6,2,8,2,10,4.0,328,67.94112491607666,0.8929316999731303,1255,396.3330411911011,4134.5,273.23787462711334,0.3035433546982706,0.6894148259906633,0.100399842215477,0.6959067728219926,936,444.9604578018189,13,61,71,10,175,4.034344964390557,54856
62,tile_x41984_y14336_gray_matter_cell_0,2017-014_Iba1_Temporal_pole_Batch_6,tile_x41984_y14336_gray_matter,306.83228,268.42133,429.80066,420.82,182,3,5,7,6,13,1.1666666666666667,785,166.02438521385193,0.3578786243696391,1513,545.8305150270462,7675.0,354.7549322843552,0.1971335504885993,0.649936056189121,0.0638165275112015,0.7663574144529226,888,465.4041088819504,2,40,91,6,182,4.0320342992882185,37284
63,tile_x37376_y64512_gray_matter_cell_2,2017-160_Iba1_Temporal_pole_Batch_6,tile_x37376_y64512_gray_matter,121.25063,84.809265,226.29855,157.13876,236,15,3,8,2,10,4.0,384,71.94112491607666,0.9323664541166148,2309,382.0487704277039,3275.5,237.0381395816803,0.7049305449549687,0.6204394777041579,0.1987907555408965,0.7325731685716619,1925,382.0487704277039,11,25,63,14,236,4.028043926750687,87576
64,tile_x11264_y24576_gray_matter_cell_1,2017-160_Iba1_Temporal_pole_Batch_6,tile_x11264_y24576_gray_matter,238.11249,340.748,266.19122,374.17163,1,0,1,0,0,0,0.0,531,93.35533845424652,0.7656425649643351,390,81.94112491607666,389.5,76.06759893894196,1.0012836970474968,0.9283201691073888,0.7299122080449345,0.8458978282421277,39,44.14213538169861,17,17,17,1,1,3.996360173978362,81677
